PRODUCT_SERIES	PRODUCT_CATEGORY	INSURANCE_PLAN	NAME	ACTIVATION_DATE	warrenty_years	INSURANCE_YEARS	SOLD_DATE	PRODUICT_SOLD	PRODUCT_PRICE	INSURANCE_PRICE	ACTIVATED	REPAIRS	Repair_cost
2699	2	0	Sample Product	2000-1-1	6	12	2000-1-1	1009	94.0	112.8	1	3	188.0	
 
2700	3	2	Sample Product	2000-1-1	16	22	2000-1-1	343	4787.0	5744.4	0	0	9574.0	
2700	1	2	Sample Product	2000-1-1	13	19	2000-1-1	657	4777.0	5732.4	1	9	9554.0	
 
2700	0	1	Sample Product	2000-1-1	1	7	2000-1-1	246	2665.0	3198.0	1	4	5330.0	
 
2701	0	1	Sample Product	2000-1-1	9	15	2000-1-1	257	4363.0	5235.599999999999	0	8	8726.0	
2701	0	1	Sample Product	2000-1-1	19	25	2000-1-1	141	623.0	747.6	0	1	1246.0	
2701	3	2	Sample Product	2000-1-1	10	16	2000-1-1	447	2952.0	3542.4	1	2	5904.0	
 
2702	4	1	Sample Product	2000-1-1	8	14	2000-1-1	1095	3471.0	4165.2	1	8	6942.0	
2702	0	1	Sample Product	2000-1-1	15	21	2000-1-1	677	3966.0	4759.2	0	0	7932.0	
2702	2	1	Sample Product	2000-1-1	20	26	2000-1-1	391	1253.0	1503.6	0	8	2506.0	
2703	3	2	Sample Product	2000-1-1	18	24	2000-1-1	1261	906.0	1087.2	0	3	1812.0	
2703	2	3	Sample Product	2000-1-1	8	14	2000-1-1	1243	327.0	392.4	1	3	654.0	
2703	4	1	Sample Product	2000-1-1	14	20	2000-1-1	528	3762.0	4514.4	1	8	7524.0	
 
2704	3	2	Sample Product	2000-1-1	5	11	2000-1-1	463	3063.0	3675.6	1	4	6126.0	
2704	2	1	Sample Product	2000-1-1	18	24	2000-1-1	1093	2003.0	2403.6	0	5	4006.0	
2704	2	1	Sample Product	2000-1-1	13	19	2000-1-1	857	1153.0	1383.6	1	4	2306.0	
2704	1	2	Sample Product	2000-1-1	11	17	2000-1-1	1203	3543.0	4251.599999999999	0	6	7086.0	
2705	4	0	Sample Product	2000-1-1	1	7	2000-1-1	1799	3868.0	4641.599999999999	0	5	7736.0	
2705	2	2	Sample Product	2000-1-1	14	20	2000-1-1	276	1048.0	1257.6	1	3	2096.0	
 
2705	1	3	Sample Product	2000-1-1	2	8	2000-1-1	1249	4295.0	5154.0	0	0	8590.0	
2706	3	1	Sample Product	2000-1-1	9	15	2000-1-1	1458	3964.0	4756.8	1	7	7928.0	
 
2706	4	0	Sample Product	2000-1-1	14	20	2000-1-1	1182	848.0	1017.5999999999999	1	7	1696.0	
 
2707	2	3	Sample Product	2000-1-1	19	25	2000-1-1	497	1587.0	1904.3999999999999	0	6	3174.0	
2707	1	1	Sample Product	2000-1-1	8	14	2000-1-1	1195	155.0	186.0	1	8	310.0	
2707	2	0	Sample Product	2000-1-1	15	21	2000-1-1	1625	2232.0	2678.4	0	1	4464.0	
2707	2	2	Sample Product	2000-1-1	2	8	2000-1-1	717	4850.0	5820.0	1	5	9700.0	
2708	2	3	Sample Product	2000-1-1	4	10	2000-1-1	74	4960.0	5952.0	1	8	9920.0	
 
 
2708	4	2	Sample Product	2000-1-1	2	8	2000-1-1	1438	4406.0	5287.2	1	9	8812.0	
 
 
2709	1	1	Sample Product	2000-1-1	12	18	2000-1-1	1279	4055.0	4866.0	0	6	8110.0	
2709	2	3	Sample Product	2000-1-1	12	18	2000-1-1	1563	966.0	1159.2	1	2	1932.0	
2710	4	0	Sample Product	2000-1-1	7	13	2000-1-1	1205	1164.0	1396.8	0	2	2328.0	
2710	1	2	Sample Product	2000-1-1	19	25	2000-1-1	464	2006.0	2407.2	0	8	4012.0	
 
 
2711	3	2	Sample Product	2000-1-1	10	16	2000-1-1	722	119.0	142.79999999999998	1	6	238.0	
2711	3	1	Sample Product	2000-1-1	19	25	2000-1-1	946	2574.0	3088.7999999999997	1	8	5148.0	
2711	3	1	Sample Product	2000-1-1	2	8	2000-1-1	1464	4408.0	5289.599999999999	1	6	8816.0	
2711	3	1	Sample Product	2000-1-1	5	11	2000-1-1	32	2773.0	3327.6	0	8	5546.0	
2712	1	2	Sample Product	2000-1-1	14	20	2000-1-1	327	1281.0	1537.2	0	9	2562.0	
2712	0	2	Sample Product	2000-1-1	12	18	2000-1-1	765	3058.0	3669.6	1	4	6116.0	
2712	2	1	Sample Product	2000-1-1	18	24	2000-1-1	851	1321.0	1585.2	0	8	2642.0	
2712	2	0	Sample Product	2000-1-1	3	9	2000-1-1	1009	2207.0	2648.4	0	9	4414.0	
 
 
2713	0	1	Sample Product	2000-1-1	6	12	2000-1-1	1525	4972.0	5966.4	0	10	9944.0	
 
2714	3	0	Sample Product	2000-1-1	4	10	2000-1-1	47	3494.0	4192.8	1	7	6988.0	
2714	2	3	Sample Product	2000-1-1	9	15	2000-1-1	1324	4159.0	4990.8	0	4	8318.0	
2714	3	0	Sample Product	2000-1-1	0	6	2000-1-1	420	2085.0	2502.0	1	1	4170.0	
 
2715	2	2	Sample Product	2000-1-1	7	13	2000-1-1	1798	2350.0	2820.0	0	4	4700.0	
2715	1	1	Sample Product	2000-1-1	19	25	2000-1-1	537	403.0	483.59999999999997	0	8	806.0	
 
2715	1	0	Sample Product	2000-1-1	5	11	2000-1-1	1354	1989.0	2386.7999999999997	0	5	3978.0	
2716	4	1	Sample Product	2000-1-1	14	20	2000-1-1	1302	3674.0	4408.8	0	9	7348.0	
2716	1	0	Sample Product	2000-1-1	14	20	2000-1-1	1806	1939.0	2326.7999999999997	0	6	3878.0	
2716	0	3	Sample Product	2000-1-1	18	24	2000-1-1	476	2140.0	2568.0	0	7	4280.0	
2716	1	2	Sample Product	2000-1-1	19	25	2000-1-1	1747	4576.0	5491.2	1	6	9152.0	
2717	1	3	Sample Product	2000-1-1	20	26	2000-1-1	395	1054.0	1264.8	0	10	2108.0	
2717	3	1	Sample Product	2000-1-1	10	16	2000-1-1	575	2431.0	2917.2	1	7	4862.0	
2717	1	0	Sample Product	2000-1-1	0	6	2000-1-1	827	4751.0	5701.2	0	4	9502.0	
2717	0	0	Sample Product	2000-1-1	4	10	2000-1-1	999	2344.0	2812.7999999999997	1	7	4688.0	
2718	3	1	Sample Product	2000-1-1	13	19	2000-1-1	1329	208.0	249.6	0	1	416.0	
2718	3	1	Sample Product	2000-1-1	10	16	2000-1-1	34	4273.0	5127.599999999999	1	10	8546.0	
2718	1	1	Sample Product	2000-1-1	10	16	2000-1-1	1891	1215.0	1458.0	0	6	2430.0	
2718	3	1	Sample Product	2000-1-1	6	12	2000-1-1	627	4111.0	4933.2	0	2	8222.0	
 
2719	3	1	Sample Product	2000-1-1	18	24	2000-1-1	339	1277.0	1532.3999999999999	1	3	2554.0	
 
 
2720	2	3	Sample Product	2000-1-1	14	20	2000-1-1	1658	2671.0	3205.2	0	5	5342.0	
2720	2	3	Sample Product	2000-1-1	5	11	2000-1-1	1293	3038.0	3645.6	1	7	6076.0	
2720	2	2	Sample Product	2000-1-1	16	22	2000-1-1	1179	191.0	229.2	1	3	382.0	
2720	4	2	Sample Product	2000-1-1	17	23	2000-1-1	738	3852.0	4622.4	1	9	7704.0	
2721	4	3	Sample Product	2000-1-1	10	16	2000-1-1	1254	2092.0	2510.4	1	4	4184.0	
 
2721	2	2	Sample Product	2000-1-1	19	25	2000-1-1	922	2676.0	3211.2	0	3	5352.0	
2721	3	2	Sample Product	2000-1-1	16	22	2000-1-1	46	919.0	1102.8	1	8	1838.0	
2722	1	2	Sample Product	2000-1-1	5	11	2000-1-1	539	3927.0	4712.4	0	3	7854.0	
2722	2	2	Sample Product	2000-1-1	9	15	2000-1-1	1909	3752.0	4502.4	0	10	7504.0	
2722	2	0	Sample Product	2000-1-1	7	13	2000-1-1	1881	1005.0	1206.0	1	7	2010.0	
2722	2	1	Sample Product	2000-1-1	13	19	2000-1-1	477	1537.0	1844.3999999999999	1	7	3074.0	
2723	2	1	Sample Product	2000-1-1	14	20	2000-1-1	1649	263.0	315.59999999999997	1	3	526.0	
2723	3	1	Sample Product	2000-1-1	1	7	2000-1-1	251	3064.0	3676.7999999999997	1	7	6128.0	
2723	2	1	Sample Product	2000-1-1	19	25	2000-1-1	873	3135.0	3762.0	1	1	6270.0	
2723	2	2	Sample Product	2000-1-1	13	19	2000-1-1	1463	4961.0	5953.2	1	4	9922.0	
2724	3	2	Sample Product	2000-1-1	14	20	2000-1-1	1785	9.0	10.799999999999999	1	4	18.0	
2724	4	1	Sample Product	2000-1-1	7	13	2000-1-1	69	3431.0	4117.2	1	5	6862.0	
2724	2	1	Sample Product	2000-1-1	18	24	2000-1-1	1717	4486.0	5383.2	0	7	8972.0	
2724	1	1	Sample Product	2000-1-1	1	7	2000-1-1	814	2599.0	3118.7999999999997	0	2	5198.0	
2725	3	1	Sample Product	2000-1-1	1	7	2000-1-1	1703	3682.0	4418.4	0	2	7364.0	
2725	4	3	Sample Product	2000-1-1	16	22	2000-1-1	1339	1916.0	2299.2	0	8	3832.0	
 
 
 
2726	2	0	Sample Product	2000-1-1	4	10	2000-1-1	416	3326.0	3991.2	0	6	6652.0	
 
2726	0	3	Sample Product	2000-1-1	12	18	2000-1-1	1481	4727.0	5672.4	0	6	9454.0	
2727	1	0	Sample Product	2000-1-1	14	20	2000-1-1	982	4799.0	5758.8	1	7	9598.0	
2727	2	0	Sample Product	2000-1-1	6	12	2000-1-1	735	3141.0	3769.2	1	6	6282.0	
 
 
2728	0	1	Sample Product	2000-1-1	4	10	2000-1-1	395	4659.0	5590.8	1	9	9318.0	
 
2728	1	2	Sample Product	2000-1-1	12	18	2000-1-1	77	4636.0	5563.2	0	2	9272.0	
2728	4	3	Sample Product	2000-1-1	19	25	2000-1-1	1978	4966.0	5959.2	0	4	9932.0	
 
 
2729	3	0	Sample Product	2000-1-1	13	19	2000-1-1	1252	2301.0	2761.2	0	10	4602.0	
2729	3	2	Sample Product	2000-1-1	4	10	2000-1-1	378	3533.0	4239.599999999999	1	1	7066.0	
2730	1	2	Sample Product	2000-1-1	0	6	2000-1-1	1273	2707.0	3248.4	0	4	5414.0	
2730	3	2	Sample Product	2000-1-1	11	17	2000-1-1	1948	3318.0	3981.6	0	8	6636.0	
2730	3	2	Sample Product	2000-1-1	7	13	2000-1-1	1373	1773.0	2127.6	1	1	3546.0	
 
2731	3	3	Sample Product	2000-1-1	12	18	2000-1-1	1810	127.0	152.4	1	6	254.0	
 
2731	1	1	Sample Product	2000-1-1	1	7	2000-1-1	437	917.0	1100.3999999999999	1	4	1834.0	
2731	4	1	Sample Product	2000-1-1	5	11	2000-1-1	1499	2261.0	2713.2	1	1	4522.0	
2732	2	3	Sample Product	2000-1-1	7	13	2000-1-1	614	3061.0	3673.2	0	4	6122.0	
2732	1	2	Sample Product	2000-1-1	3	9	2000-1-1	211	2430.0	2916.0	0	3	4860.0	
2732	4	2	Sample Product	2000-1-1	13	19	2000-1-1	977	3500.0	4200.0	1	9	7000.0	
2732	2	0	Sample Product	2000-1-1	7	13	2000-1-1	1719	801.0	961.1999999999999	0	9	1602.0	
2733	2	2	Sample Product	2000-1-1	6	12	2000-1-1	1898	35.0	42.0	1	7	70.0	
2733	2	3	Sample Product	2000-1-1	17	23	2000-1-1	1049	275.0	330.0	1	0	550.0	
2733	1	0	Sample Product	2000-1-1	12	18	2000-1-1	75	4528.0	5433.599999999999	1	1	9056.0	
2733	2	2	Sample Product	2000-1-1	7	13	2000-1-1	824	4833.0	5799.599999999999	1	0	9666.0	
2734	1	1	Sample Product	2000-1-1	16	22	2000-1-1	538	4560.0	5472.0	0	1	9120.0	
 
 
2734	4	2	Sample Product	2000-1-1	17	23	2000-1-1	1074	422.0	506.4	0	7	844.0	
2735	1	3	Sample Product	2000-1-1	3	9	2000-1-1	1763	2031.0	2437.2	0	4	4062.0	
2735	2	0	Sample Product	2000-1-1	18	24	2000-1-1	170	1920.0	2304.0	0	6	3840.0	
2735	2	1	Sample Product	2000-1-1	5	11	2000-1-1	1147	1217.0	1460.3999999999999	0	4	2434.0	
2735	2	0	Sample Product	2000-1-1	19	25	2000-1-1	617	1418.0	1701.6	1	8	2836.0	
2736	1	1	Sample Product	2000-1-1	9	15	2000-1-1	15	3326.0	3991.2	1	1	6652.0	
2736	2	0	Sample Product	2000-1-1	5	11	2000-1-1	1579	41.0	49.199999999999996	0	7	82.0	
2736	1	3	Sample Product	2000-1-1	7	13	2000-1-1	401	1762.0	2114.4	0	1	3524.0	
2736	4	2	Sample Product	2000-1-1	15	21	2000-1-1	1215	2880.0	3456.0	0	2	5760.0	
2737	2	2	Sample Product	2000-1-1	5	11	2000-1-1	126	4570.0	5484.0	1	9	9140.0	
2737	4	0	Sample Product	2000-1-1	17	23	2000-1-1	1924	3549.0	4258.8	1	8	7098.0	
2737	2	0	Sample Product	2000-1-1	11	17	2000-1-1	470	4365.0	5238.0	1	10	8730.0	
2737	0	2	Sample Product	2000-1-1	7	13	2000-1-1	161	3160.0	3792.0	0	7	6320.0	
2738	2	3	Sample Product	2000-1-1	3	9	2000-1-1	1446	1867.0	2240.4	1	1	3734.0	
2738	2	0	Sample Product	2000-1-1	1	7	2000-1-1	608	4.0	4.8	1	9	8.0	
2738	1	1	Sample Product	2000-1-1	3	9	2000-1-1	297	2163.0	2595.6	0	5	4326.0	
 
2739	1	1	Sample Product	2000-1-1	7	13	2000-1-1	1588	2605.0	3126.0	0	8	5210.0	
 
2739	2	0	Sample Product	2000-1-1	3	9	2000-1-1	1093	2846.0	3415.2	1	1	5692.0	
 
2740	0	2	Sample Product	2000-1-1	4	10	2000-1-1	992	3245.0	3894.0	1	4	6490.0	
2740	3	0	Sample Product	2000-1-1	7	13	2000-1-1	1690	197.0	236.39999999999998	1	1	394.0	
2740	3	1	Sample Product	2000-1-1	15	21	2000-1-1	537	4622.0	5546.4	1	2	9244.0	
2740	1	2	Sample Product	2000-1-1	15	21	2000-1-1	1949	4431.0	5317.2	1	1	8862.0	
 
 
2741	2	2	Sample Product	2000-1-1	13	19	2000-1-1	1320	1575.0	1890.0	0	5	3150.0	
2741	2	0	Sample Product	2000-1-1	20	26	2000-1-1	1460	787.0	944.4	1	2	1574.0	
 
 
2742	1	3	Sample Product	2000-1-1	4	10	2000-1-1	1242	3355.0	4026.0	1	7	6710.0	
2742	3	2	Sample Product	2000-1-1	3	9	2000-1-1	1501	1798.0	2157.6	1	5	3596.0	
2743	1	3	Sample Product	2000-1-1	13	19	2000-1-1	1716	3023.0	3627.6	0	9	6046.0	
2743	1	2	Sample Product	2000-1-1	8	14	2000-1-1	543	304.0	364.8	1	2	608.0	
2743	4	2	Sample Product	2000-1-1	0	6	2000-1-1	1432	3878.0	4653.599999999999	0	0	7756.0	
2743	3	1	Sample Product	2000-1-1	15	21	2000-1-1	1599	4184.0	5020.8	1	6	8368.0	
2744	3	3	Sample Product	2000-1-1	18	24	2000-1-1	1043	1995.0	2394.0	1	1	3990.0	
 
 
2744	1	0	Sample Product	2000-1-1	11	17	2000-1-1	1902	1849.0	2218.7999999999997	0	7	3698.0	
2745	4	0	Sample Product	2000-1-1	19	25	2000-1-1	1017	4763.0	5715.599999999999	0	3	9526.0	
2745	4	3	Sample Product	2000-1-1	5	11	2000-1-1	1665	4068.0	4881.599999999999	1	5	8136.0	
2745	0	2	Sample Product	2000-1-1	15	21	2000-1-1	705	4284.0	5140.8	1	8	8568.0	
2745	3	1	Sample Product	2000-1-1	17	23	2000-1-1	1928	3749.0	4498.8	1	8	7498.0	
2746	4	0	Sample Product	2000-1-1	19	25	2000-1-1	1536	4020.0	4824.0	0	4	8040.0	
 
2746	2	0	Sample Product	2000-1-1	17	23	2000-1-1	1355	3441.0	4129.2	0	3	6882.0	
2746	1	2	Sample Product	2000-1-1	5	11	2000-1-1	1339	4501.0	5401.2	0	3	9002.0	
2747	3	1	Sample Product	2000-1-1	9	15	2000-1-1	852	2753.0	3303.6	0	5	5506.0	
2747	2	2	Sample Product	2000-1-1	1	7	2000-1-1	832	783.0	939.5999999999999	0	5	1566.0	
2747	2	2	Sample Product	2000-1-1	7	13	2000-1-1	138	496.0	595.1999999999999	1	1	992.0	
 
 
2748	1	3	Sample Product	2000-1-1	5	11	2000-1-1	1621	3562.0	4274.4	1	9	7124.0	
2748	1	2	Sample Product	2000-1-1	7	13	2000-1-1	1869	4384.0	5260.8	0	1	8768.0	
2748	4	3	Sample Product	2000-1-1	12	18	2000-1-1	82	3793.0	4551.599999999999	1	5	7586.0	
 
 
2749	2	1	Sample Product	2000-1-1	1	7	2000-1-1	1386	1278.0	1533.6	0	8	2556.0	
2749	3	1	Sample Product	2000-1-1	4	10	2000-1-1	980	1455.0	1746.0	1	7	2910.0	
2750	1	0	Sample Product	2000-1-1	16	22	2000-1-1	1803	884.0	1060.8	0	6	1768.0	
2750	0	1	Sample Product	2000-1-1	2	8	2000-1-1	1236	2306.0	2767.2	1	8	4612.0	
2750	1	0	Sample Product	2000-1-1	13	19	2000-1-1	1967	2588.0	3105.6	1	5	5176.0	
2750	2	1	Sample Product	2000-1-1	12	18	2000-1-1	571	533.0	639.6	0	5	1066.0	
2751	2	1	Sample Product	2000-1-1	10	16	2000-1-1	1403	4651.0	5581.2	1	5	9302.0	
2751	0	2	Sample Product	2000-1-1	8	14	2000-1-1	1634	2171.0	2605.2	1	1	4342.0	
2751	3	2	Sample Product	2000-1-1	14	20	2000-1-1	1719	1541.0	1849.1999999999998	0	3	3082.0	
2751	3	1	Sample Product	2000-1-1	7	13	2000-1-1	1803	3485.0	4182.0	0	7	6970.0	
2752	1	1	Sample Product	2000-1-1	7	13	2000-1-1	704	3415.0	4098.0	0	0	6830.0	
2752	2	2	Sample Product	2000-1-1	0	6	2000-1-1	791	2052.0	2462.4	1	5	4104.0	
 
2752	3	3	Sample Product	2000-1-1	16	22	2000-1-1	906	3528.0	4233.599999999999	1	2	7056.0	
2753	1	1	Sample Product	2000-1-1	17	23	2000-1-1	1789	3220.0	3864.0	1	7	6440.0	
2753	0	0	Sample Product	2000-1-1	1	7	2000-1-1	1931	3182.0	3818.3999999999996	1	3	6364.0	
2753	1	2	Sample Product	2000-1-1	11	17	2000-1-1	1825	3915.0	4698.0	1	8	7830.0	
 
2754	1	1	Sample Product	2000-1-1	13	19	2000-1-1	15	4502.0	5402.4	0	2	9004.0	
2754	3	2	Sample Product	2000-1-1	7	13	2000-1-1	1603	3077.0	3692.3999999999996	0	4	6154.0	
2754	2	1	Sample Product	2000-1-1	18	24	2000-1-1	1905	1419.0	1702.8	0	0	2838.0	
2754	1	2	Sample Product	2000-1-1	6	12	2000-1-1	1625	3521.0	4225.2	1	2	7042.0	
 
2755	0	1	Sample Product	2000-1-1	4	10	2000-1-1	1797	3394.0	4072.7999999999997	0	1	6788.0	
 
2755	4	2	Sample Product	2000-1-1	1	7	2000-1-1	443	3178.0	3813.6	0	2	6356.0	
2756	0	2	Sample Product	2000-1-1	13	19	2000-1-1	1414	3769.0	4522.8	1	5	7538.0	
 
2756	3	2	Sample Product	2000-1-1	4	10	2000-1-1	1208	466.0	559.1999999999999	0	1	932.0	
2756	2	1	Sample Product	2000-1-1	15	21	2000-1-1	209	3283.0	3939.6	1	4	6566.0	
2757	2	0	Sample Product	2000-1-1	11	17	2000-1-1	1451	535.0	642.0	0	9	1070.0	
 
2757	3	2	Sample Product	2000-1-1	16	22	2000-1-1	1106	2055.0	2466.0	1	5	4110.0	
2757	2	3	Sample Product	2000-1-1	18	24	2000-1-1	892	2933.0	3519.6	0	5	5866.0	
2758	4	0	Sample Product	2000-1-1	0	6	2000-1-1	1345	2666.0	3199.2	0	3	5332.0	
 
2758	2	2	Sample Product	2000-1-1	11	17	2000-1-1	482	3158.0	3789.6	1	1	6316.0	
 
2759	4	1	Sample Product	2000-1-1	3	9	2000-1-1	1306	3834.0	4600.8	0	2	7668.0	
2759	1	2	Sample Product	2000-1-1	14	20	2000-1-1	1233	1542.0	1850.3999999999999	0	7	3084.0	
2759	2	2	Sample Product	2000-1-1	2	8	2000-1-1	51	549.0	658.8	0	7	1098.0	
2759	4	1	Sample Product	2000-1-1	19	25	2000-1-1	820	727.0	872.4	1	7	1454.0	
2760	0	2	Sample Product	2000-1-1	16	22	2000-1-1	89	3178.0	3813.6	0	9	6356.0	
 
2760	4	3	Sample Product	2000-1-1	18	24	2000-1-1	1321	2223.0	2667.6	1	6	4446.0	
2760	1	1	Sample Product	2000-1-1	9	15	2000-1-1	386	2669.0	3202.7999999999997	1	8	5338.0	
2761	0	1	Sample Product	2000-1-1	3	9	2000-1-1	502	1209.0	1450.8	0	9	2418.0	
 
 
2761	1	0	Sample Product	2000-1-1	7	13	2000-1-1	1756	2599.0	3118.7999999999997	1	6	5198.0	
 
2762	3	1	Sample Product	2000-1-1	11	17	2000-1-1	168	1677.0	2012.3999999999999	0	8	3354.0	
2762	2	2	Sample Product	2000-1-1	5	11	2000-1-1	1484	4245.0	5094.0	0	9	8490.0	
2762	1	3	Sample Product	2000-1-1	11	17	2000-1-1	345	884.0	1060.8	1	2	1768.0	
2763	0	2	Sample Product	2000-1-1	15	21	2000-1-1	308	4035.0	4842.0	0	6	8070.0	
2763	3	2	Sample Product	2000-1-1	6	12	2000-1-1	681	1527.0	1832.3999999999999	0	10	3054.0	
2763	2	2	Sample Product	2000-1-1	2	8	2000-1-1	364	346.0	415.2	0	2	692.0	
2763	4	1	Sample Product	2000-1-1	18	24	2000-1-1	1443	24.0	28.799999999999997	0	4	48.0	
 
2764	0	2	Sample Product	2000-1-1	10	16	2000-1-1	819	2466.0	2959.2	0	8	4932.0	
2764	1	2	Sample Product	2000-1-1	18	24	2000-1-1	664	3590.0	4308.0	0	0	7180.0	
 
2765	0	0	Sample Product	2000-1-1	0	6	2000-1-1	898	2816.0	3379.2	1	8	5632.0	
2765	1	1	Sample Product	2000-1-1	8	14	2000-1-1	260	2075.0	2490.0	1	6	4150.0	
2765	2	2	Sample Product	2000-1-1	9	15	2000-1-1	261	2011.0	2413.2	0	5	4022.0	
2765	2	2	Sample Product	2000-1-1	15	21	2000-1-1	1219	3599.0	4318.8	0	6	7198.0	
2766	2	3	Sample Product	2000-1-1	3	9	2000-1-1	217	215.0	258.0	1	2	430.0	
 
2766	4	2	Sample Product	2000-1-1	18	24	2000-1-1	887	1749.0	2098.7999999999997	1	3	3498.0	
2766	2	3	Sample Product	2000-1-1	19	25	2000-1-1	277	689.0	826.8	1	5	1378.0	
 
2767	2	3	Sample Product	2000-1-1	5	11	2000-1-1	994	310.0	372.0	1	10	620.0	
 
2767	0	2	Sample Product	2000-1-1	13	19	2000-1-1	1063	3002.0	3602.4	1	9	6004.0	
 
2768	3	0	Sample Product	2000-1-1	3	9	2000-1-1	1876	2582.0	3098.4	1	9	5164.0	
2768	2	1	Sample Product	2000-1-1	2	8	2000-1-1	1922	3440.0	4128.0	0	5	6880.0	
2768	0	3	Sample Product	2000-1-1	1	7	2000-1-1	50	3286.0	3943.2	1	1	6572.0	
2769	4	2	Sample Product	2000-1-1	13	19	2000-1-1	346	237.0	284.4	0	2	474.0	
2769	4	3	Sample Product	2000-1-1	16	22	2000-1-1	330	3069.0	3682.7999999999997	1	4	6138.0	
2769	2	1	Sample Product	2000-1-1	19	25	2000-1-1	1103	4023.0	4827.599999999999	1	10	8046.0	
 
2770	2	0	Sample Product	2000-1-1	10	16	2000-1-1	1588	3566.0	4279.2	1	1	7132.0	
2770	0	2	Sample Product	2000-1-1	11	17	2000-1-1	25	915.0	1098.0	0	3	1830.0	
2770	2	3	Sample Product	2000-1-1	18	24	2000-1-1	615	3414.0	4096.8	1	10	6828.0	
2770	1	1	Sample Product	2000-1-1	10	16	2000-1-1	83	3330.0	3996.0	1	9	6660.0	
2771	1	2	Sample Product	2000-1-1	6	12	2000-1-1	1547	3361.0	4033.2	0	5	6722.0	
2771	3	1	Sample Product	2000-1-1	10	16	2000-1-1	1629	2847.0	3416.4	1	6	5694.0	
 
2771	4	1	Sample Product	2000-1-1	11	17	2000-1-1	867	3908.0	4689.599999999999	1	3	7816.0	
 
2772	1	2	Sample Product	2000-1-1	7	13	2000-1-1	938	3154.0	3784.7999999999997	0	8	6308.0	
2772	3	2	Sample Product	2000-1-1	4	10	2000-1-1	1811	2654.0	3184.7999999999997	0	9	5308.0	
2772	0	2	Sample Product	2000-1-1	7	13	2000-1-1	1249	1363.0	1635.6	1	0	2726.0	
2773	4	1	Sample Product	2000-1-1	17	23	2000-1-1	1750	4287.0	5144.4	0	0	8574.0	
 
2773	2	1	Sample Product	2000-1-1	12	18	2000-1-1	1013	4399.0	5278.8	0	7	8798.0	
2773	2	0	Sample Product	2000-1-1	9	15	2000-1-1	475	4273.0	5127.599999999999	0	4	8546.0	
2774	4	3	Sample Product	2000-1-1	2	8	2000-1-1	41	2930.0	3516.0	0	4	5860.0	
2774	0	1	Sample Product	2000-1-1	16	22	2000-1-1	1860	2432.0	2918.4	1	3	4864.0	
2774	3	0	Sample Product	2000-1-1	7	13	2000-1-1	575	2040.0	2448.0	0	2	4080.0	
2774	3	0	Sample Product	2000-1-1	6	12	2000-1-1	1154	4535.0	5442.0	1	9	9070.0	
 
2775	3	1	Sample Product	2000-1-1	18	24	2000-1-1	702	4857.0	5828.4	1	8	9714.0	
2775	1	1	Sample Product	2000-1-1	2	8	2000-1-1	1330	2441.0	2929.2	1	7	4882.0	
 
2776	3	3	Sample Product	2000-1-1	18	24	2000-1-1	1308	1877.0	2252.4	1	2	3754.0	
2776	1	2	Sample Product	2000-1-1	12	18	2000-1-1	1386	1481.0	1777.2	1	1	2962.0	
2776	2	1	Sample Product	2000-1-1	5	11	2000-1-1	679	2370.0	2844.0	1	9	4740.0	
2776	4	3	Sample Product	2000-1-1	19	25	2000-1-1	76	41.0	49.199999999999996	0	3	82.0	
2777	2	3	Sample Product	2000-1-1	10	16	2000-1-1	835	4930.0	5916.0	0	7	9860.0	
 
 
2777	4	2	Sample Product	2000-1-1	9	15	2000-1-1	636	1501.0	1801.2	1	2	3002.0	
2778	1	3	Sample Product	2000-1-1	4	10	2000-1-1	109	651.0	781.1999999999999	1	8	1302.0	
2778	1	1	Sample Product	2000-1-1	9	15	2000-1-1	251	3819.0	4582.8	1	4	7638.0	
2778	2	2	Sample Product	2000-1-1	6	12	2000-1-1	1921	1166.0	1399.2	1	8	2332.0	
2778	0	2	Sample Product	2000-1-1	16	22	2000-1-1	1050	2228.0	2673.6	0	7	4456.0	
2779	3	3	Sample Product	2000-1-1	4	10	2000-1-1	249	795.0	954.0	1	5	1590.0	
2779	1	2	Sample Product	2000-1-1	12	18	2000-1-1	582	986.0	1183.2	1	9	1972.0	
2779	3	2	Sample Product	2000-1-1	3	9	2000-1-1	1376	1094.0	1312.8	0	9	2188.0	
 
2780	3	0	Sample Product	2000-1-1	18	24	2000-1-1	909	14.0	16.8	0	9	28.0	
2780	4	1	Sample Product	2000-1-1	4	10	2000-1-1	140	577.0	692.4	0	8	1154.0	
2780	4	1	Sample Product	2000-1-1	11	17	2000-1-1	743	4601.0	5521.2	1	8	9202.0	
2780	3	2	Sample Product	2000-1-1	2	8	2000-1-1	815	3600.0	4320.0	1	1	7200.0	
2781	1	1	Sample Product	2000-1-1	14	20	2000-1-1	833	2024.0	2428.7999999999997	1	0	4048.0	
 
2781	3	2	Sample Product	2000-1-1	13	19	2000-1-1	1206	4375.0	5250.0	1	2	8750.0	
 
2782	1	2	Sample Product	2000-1-1	19	25	2000-1-1	1788	906.0	1087.2	1	5	1812.0	
 
2782	1	2	Sample Product	2000-1-1	2	8	2000-1-1	1110	2293.0	2751.6	1	8	4586.0	
2782	1	2	Sample Product	2000-1-1	13	19	2000-1-1	1064	4657.0	5588.4	1	6	9314.0	
