PRODUCT_UID	PRODUCT_SERIES	PRODUCT_CATEGORY	INSURANCE_PLAN	NAME	ACTIVATION_DATE	ITERATION	INSURANCE_YEARS	INSURANCE_DETAILS	PRODUICT_SOLD	PRICE	ACTIVATED	REPAIRS
9873	2468	2	2	Sample Product	1901-02-01	5	15	Sample Insurance	1945	2392.0	true	6
9874	2468	0	1	Sample Product	1901-02-01	19	8	Sample Insurance	430	4586.0	true	6
9875	2468	1	2	Sample Product	1901-02-01	8	3	Sample Insurance	806	1402.0	false	7
9876	2469	3	2	Sample Product	1901-02-01	18	15	Sample Insurance	1102	838.0	false	9
9877	2469	1	2	Sample Product	1901-02-01	17	16	Sample Insurance	1322	3549.0	true	2
9878	2469	1	2	Sample Product	1901-02-01	10	19	Sample Insurance	1032	2886.0	true	3
9879	2469	2	3	Sample Product	1901-02-01	11	9	Sample Insurance	741	1817.0	true	4
9880	2470	3	3	Sample Product	1901-02-01	3	1	Sample Insurance	552	2530.0	false	7
9881	2470	3	3	Sample Product	1901-02-01	13	16	Sample Insurance	129	782.0	false	2
9882	2470	3	1	Sample Product	1901-02-01	17	8	Sample Insurance	450	3275.0	true	7
9883	2470	1	2	Sample Product	1901-02-01	2	8	Sample Insurance	385	2627.0	false	5
9884	2471	2	2	Sample Product	1901-02-01	2	4	Sample Insurance	1585	729.0	false	10
9885	2471	4	2	Sample Product	1901-02-01	4	15	Sample Insurance	1702	2545.0	true	2
9886	2471	1	2	Sample Product	1901-02-01	9	1	Sample Insurance	446	3648.0	true	4
9887	2471	3	3	Sample Product	1901-02-01	3	11	Sample Insurance	1476	1050.0	true	8
9888	2472	3	1	Sample Product	1901-02-01	15	4	Sample Insurance	1656	3124.0	false	3
9889	2472	3	3	Sample Product	1901-02-01	5	6	Sample Insurance	1655	670.0	false	4
9890	2472	3	1	Sample Product	1901-02-01	19	16	Sample Insurance	425	2419.0	true	5
9891	2472	0	0	Sample Product	1901-02-01	8	2	Sample Insurance	543	4542.0	true	2
9892	2473	1	3	Sample Product	1901-02-01	16	14	Sample Insurance	1943	4941.0	true	5
9893	2473	0	1	Sample Product	1901-02-01	2	13	Sample Insurance	35	4398.0	false	8
9894	2473	0	2	Sample Product	1901-02-01	18	10	Sample Insurance	722	2865.0	true	4
9895	2473	2	2	Sample Product	1901-02-01	13	4	Sample Insurance	1316	450.0	false	4
9896	2474	3	3	Sample Product	1901-02-01	14	17	Sample Insurance	881	3904.0	true	7
9897	2474	4	3	Sample Product	1901-02-01	3	15	Sample Insurance	1984	660.0	false	3
9898	2474	4	1	Sample Product	1901-02-01	19	19	Sample Insurance	380	3714.0	true	5
9899	2474	2	3	Sample Product	1901-02-01	9	20	Sample Insurance	1636	1917.0	false	6
9900	2475	4	2	Sample Product	1901-02-01	20	18	Sample Insurance	195	1455.0	false	9
9901	2475	3	2	Sample Product	1901-02-01	16	11	Sample Insurance	892	599.0	false	0
9902	2475	1	3	Sample Product	1901-02-01	7	12	Sample Insurance	1439	988.0	true	1
9903	2475	2	3	Sample Product	1901-02-01	20	8	Sample Insurance	862	33.0	true	8
9904	2476	2	2	Sample Product	1901-02-01	12	12	Sample Insurance	1432	218.0	true	2
9905	2476	2	2	Sample Product	1901-02-01	9	19	Sample Insurance	63	2353.0	true	3
9906	2476	3	0	Sample Product	1901-02-01	6	18	Sample Insurance	1713	1090.0	false	1
9907	2476	2	0	Sample Product	1901-02-01	6	14	Sample Insurance	1778	2242.0	true	0
9908	2477	2	0	Sample Product	1901-02-01	18	6	Sample Insurance	997	2713.0	true	1
9909	2477	1	3	Sample Product	1901-02-01	13	8	Sample Insurance	865	83.0	false	4
9910	2477	0	3	Sample Product	1901-02-01	2	17	Sample Insurance	79	149.0	true	6
9911	2477	0	2	Sample Product	1901-02-01	17	17	Sample Insurance	1003	1990.0	true	6
9912	2478	3	3	Sample Product	1901-02-01	7	15	Sample Insurance	1683	1326.0	false	3
9913	2478	2	3	Sample Product	1901-02-01	19	7	Sample Insurance	1394	4248.0	false	7
9914	2478	2	1	Sample Product	1901-02-01	3	11	Sample Insurance	255	4611.0	false	8
9915	2478	3	0	Sample Product	1901-02-01	19	8	Sample Insurance	1898	4634.0	false	5
9916	2479	3	3	Sample Product	1901-02-01	0	14	Sample Insurance	706	4520.0	true	5
9917	2479	0	0	Sample Product	1901-02-01	13	8	Sample Insurance	1629	3139.0	false	3
9918	2479	4	0	Sample Product	1901-02-01	5	6	Sample Insurance	1089	3075.0	false	9
9919	2479	4	1	Sample Product	1901-02-01	19	9	Sample Insurance	1976	4590.0	true	1
9920	2480	0	3	Sample Product	1901-02-01	0	5	Sample Insurance	238	4305.0	true	6
9921	2480	0	3	Sample Product	1901-02-01	12	4	Sample Insurance	1091	652.0	true	6
9922	2480	1	1	Sample Product	1901-02-01	10	16	Sample Insurance	1337	4389.0	false	4
9923	2480	4	1	Sample Product	1901-02-01	5	18	Sample Insurance	807	3740.0	false	3
9924	2481	4	2	Sample Product	1901-02-01	4	4	Sample Insurance	442	4951.0	true	8
9925	2481	0	3	Sample Product	1901-02-01	18	4	Sample Insurance	1004	317.0	false	2
9926	2481	3	1	Sample Product	1901-02-01	15	15	Sample Insurance	947	1988.0	false	7
9927	2481	1	0	Sample Product	1901-02-01	17	5	Sample Insurance	429	1086.0	true	7
9928	2482	3	1	Sample Product	1901-02-01	3	7	Sample Insurance	999	2955.0	false	7
9929	2482	0	0	Sample Product	1901-02-01	3	19	Sample Insurance	948	581.0	false	4
9930	2482	1	3	Sample Product	1901-02-01	2	4	Sample Insurance	846	4486.0	false	5
9931	2482	3	0	Sample Product	1901-02-01	1	20	Sample Insurance	256	3650.0	true	8
9932	2483	3	1	Sample Product	1901-02-01	12	15	Sample Insurance	1149	3259.0	false	7
9933	2483	0	2	Sample Product	1901-02-01	9	5	Sample Insurance	21	1330.0	true	1
9934	2483	2	2	Sample Product	1901-02-01	4	2	Sample Insurance	1220	2515.0	false	5
9935	2483	0	3	Sample Product	1901-02-01	4	1	Sample Insurance	485	3627.0	false	4
9936	2484	2	1	Sample Product	1901-02-01	12	11	Sample Insurance	220	1709.0	true	5
9937	2484	3	3	Sample Product	1901-02-01	7	7	Sample Insurance	496	1673.0	true	1
9938	2484	0	2	Sample Product	1901-02-01	15	18	Sample Insurance	295	1818.0	true	6
9939	2484	0	0	Sample Product	1901-02-01	4	14	Sample Insurance	3	1794.0	true	10
9940	2485	1	2	Sample Product	1901-02-01	14	8	Sample Insurance	661	3780.0	true	3
9941	2485	1	0	Sample Product	1901-02-01	6	3	Sample Insurance	1979	3964.0	false	5
9942	2485	1	0	Sample Product	1901-02-01	8	12	Sample Insurance	1627	2591.0	false	7
9943	2485	3	1	Sample Product	1901-02-01	12	8	Sample Insurance	801	2156.0	false	0
9944	2486	1	2	Sample Product	1901-02-01	11	2	Sample Insurance	1576	4535.0	true	6
9945	2486	4	3	Sample Product	1901-02-01	1	1	Sample Insurance	68	4087.0	true	5
9946	2486	1	0	Sample Product	1901-02-01	19	0	Sample Insurance	1879	68.0	false	3
9947	2486	1	2	Sample Product	1901-02-01	11	11	Sample Insurance	873	2857.0	false	9
9948	2487	2	1	Sample Product	1901-02-01	10	8	Sample Insurance	760	4841.0	false	8
9949	2487	1	3	Sample Product	1901-02-01	11	16	Sample Insurance	1510	2981.0	true	10
9950	2487	3	2	Sample Product	1901-02-01	15	2	Sample Insurance	1107	1368.0	false	4
9951	2487	4	3	Sample Product	1901-02-01	13	4	Sample Insurance	1634	3324.0	false	2
9952	2488	3	3	Sample Product	1901-02-01	14	3	Sample Insurance	1226	3841.0	false	6
9953	2488	3	2	Sample Product	1901-02-01	0	11	Sample Insurance	1862	4417.0	true	3
9954	2488	3	2	Sample Product	1901-02-01	5	20	Sample Insurance	1541	3585.0	true	9
9955	2488	0	0	Sample Product	1901-02-01	1	18	Sample Insurance	1821	2680.0	true	7
9956	2489	1	0	Sample Product	1901-02-01	6	12	Sample Insurance	242	2663.0	false	3
9957	2489	3	1	Sample Product	1901-02-01	6	12	Sample Insurance	1644	4029.0	true	2
9958	2489	1	2	Sample Product	1901-02-01	17	9	Sample Insurance	873	3123.0	false	1
9959	2489	1	1	Sample Product	1901-02-01	1	13	Sample Insurance	1904	4390.0	false	1
9960	2490	3	2	Sample Product	1901-02-01	2	2	Sample Insurance	868	4388.0	true	3
9961	2490	1	1	Sample Product	1901-02-01	5	14	Sample Insurance	1002	4591.0	false	9
9962	2490	1	3	Sample Product	1901-02-01	2	16	Sample Insurance	34	1294.0	true	4
9963	2490	4	2	Sample Product	1901-02-01	14	4	Sample Insurance	994	2168.0	false	9
9964	2491	0	2	Sample Product	1901-02-01	0	16	Sample Insurance	1979	269.0	false	3
9965	2491	3	3	Sample Product	1901-02-01	16	2	Sample Insurance	866	2546.0	true	6
9966	2491	1	2	Sample Product	1901-02-01	2	12	Sample Insurance	1482	1157.0	false	3
9967	2491	1	1	Sample Product	1901-02-01	14	15	Sample Insurance	252	2130.0	false	3
9968	2492	1	2	Sample Product	1901-02-01	8	18	Sample Insurance	810	2191.0	true	10
9969	2492	3	2	Sample Product	1901-02-01	15	15	Sample Insurance	603	783.0	true	1
9970	2492	1	0	Sample Product	1901-02-01	19	5	Sample Insurance	1983	604.0	true	8
9971	2492	0	1	Sample Product	1901-02-01	13	7	Sample Insurance	795	1197.0	true	8
9972	2493	2	0	Sample Product	1901-02-01	19	17	Sample Insurance	1980	1391.0	false	9
9973	2493	0	2	Sample Product	1901-02-01	8	16	Sample Insurance	183	2666.0	true	1
9974	2493	1	1	Sample Product	1901-02-01	19	1	Sample Insurance	1894	1709.0	false	7
9975	2493	3	2	Sample Product	1901-02-01	9	9	Sample Insurance	106	1746.0	false	4
9976	2494	1	0	Sample Product	1901-02-01	12	4	Sample Insurance	1029	3425.0	false	7
9977	2494	0	2	Sample Product	1901-02-01	15	0	Sample Insurance	831	2313.0	false	9
9978	2494	2	1	Sample Product	1901-02-01	6	5	Sample Insurance	947	1310.0	true	5
9979	2494	2	2	Sample Product	1901-02-01	3	14	Sample Insurance	943	2517.0	false	8
9980	2495	2	1	Sample Product	1901-02-01	18	4	Sample Insurance	453	4377.0	false	2
9981	2495	2	2	Sample Product	1901-02-01	12	18	Sample Insurance	187	1125.0	true	1
9982	2495	0	2	Sample Product	1901-02-01	18	19	Sample Insurance	533	2858.0	true	5
9983	2495	3	1	Sample Product	1901-02-01	10	1	Sample Insurance	744	765.0	false	1
9984	2496	2	2	Sample Product	1901-02-01	8	18	Sample Insurance	233	3333.0	true	5
9985	2496	1	2	Sample Product	1901-02-01	10	15	Sample Insurance	1965	562.0	false	2
9986	2496	2	3	Sample Product	1901-02-01	14	4	Sample Insurance	483	4501.0	false	7
9987	2496	1	0	Sample Product	1901-02-01	13	15	Sample Insurance	1539	663.0	false	4
9988	2497	1	3	Sample Product	1901-02-01	8	16	Sample Insurance	871	1093.0	true	4
9989	2497	2	2	Sample Product	1901-02-01	2	3	Sample Insurance	113	1171.0	true	10
9990	2497	3	1	Sample Product	1901-02-01	11	12	Sample Insurance	354	3431.0	false	8
9991	2497	1	2	Sample Product	1901-02-01	2	8	Sample Insurance	355	2954.0	true	4
9992	2498	4	2	Sample Product	1901-02-01	1	2	Sample Insurance	923	135.0	false	9
9993	2498	2	3	Sample Product	1901-02-01	12	12	Sample Insurance	1464	2868.0	false	8
9994	2498	1	2	Sample Product	1901-02-01	13	1	Sample Insurance	1208	1468.0	false	4
9995	2498	1	3	Sample Product	1901-02-01	17	2	Sample Insurance	125	858.0	true	9
9996	2499	2	2	Sample Product	1901-02-01	8	16	Sample Insurance	1031	834.0	false	3
9997	2499	0	0	Sample Product	1901-02-01	16	9	Sample Insurance	904	1464.0	true	10
9998	2499	1	3	Sample Product	1901-02-01	12	12	Sample Insurance	1901	1908.0	true	5
9999	2499	2	1	Sample Product	1901-02-01	17	4	Sample Insurance	1099	2220.0	true	2
10000	2500	1	1	Sample Product	1901-02-01	5	12	Sample Insurance	458	3927.0	false	1
10001	2500	3	0	Sample Product	1901-02-01	17	1	Sample Insurance	1024	1442.0	false	9
10002	2500	3	1	Sample Product	1901-02-01	1	16	Sample Insurance	1861	2608.0	false	6
10003	2500	2	2	Sample Product	1901-02-01	13	18	Sample Insurance	748	2918.0	true	3
10004	2501	3	1	Sample Product	1901-02-01	11	10	Sample Insurance	119	4227.0	false	5
10005	2501	2	2	Sample Product	1901-02-01	18	1	Sample Insurance	277	4988.0	false	2
10006	2501	4	0	Sample Product	1901-02-01	15	2	Sample Insurance	373	330.0	true	0
10007	2501	3	3	Sample Product	1901-02-01	11	6	Sample Insurance	176	1516.0	false	3
10008	2502	2	1	Sample Product	1901-02-01	12	3	Sample Insurance	116	593.0	true	0
10009	2502	1	1	Sample Product	1901-02-01	7	7	Sample Insurance	1642	2267.0	false	9
10010	2502	2	3	Sample Product	1901-02-01	13	13	Sample Insurance	365	1330.0	true	0
10011	2502	3	1	Sample Product	1901-02-01	6	19	Sample Insurance	1024	164.0	true	7
10012	2503	2	1	Sample Product	1901-02-01	3	17	Sample Insurance	1771	2140.0	true	4
10013	2503	2	3	Sample Product	1901-02-01	17	14	Sample Insurance	1778	2954.0	true	0
10014	2503	1	1	Sample Product	1901-02-01	1	4	Sample Insurance	684	3202.0	false	4
10015	2503	1	1	Sample Product	1901-02-01	4	20	Sample Insurance	882	1754.0	true	9
10016	2504	0	2	Sample Product	1901-02-01	3	13	Sample Insurance	156	711.0	false	9
10017	2504	3	2	Sample Product	1901-02-01	7	2	Sample Insurance	683	4008.0	true	8
10018	2504	3	3	Sample Product	1901-02-01	10	7	Sample Insurance	890	2964.0	false	2
10019	2504	0	0	Sample Product	1901-02-01	4	6	Sample Insurance	1196	3322.0	false	9
10020	2505	3	1	Sample Product	1901-02-01	4	12	Sample Insurance	1134	4586.0	false	1
10021	2505	3	1	Sample Product	1901-02-01	8	1	Sample Insurance	1851	3706.0	false	3
10022	2505	4	2	Sample Product	1901-02-01	12	2	Sample Insurance	527	1403.0	true	6
10023	2505	2	1	Sample Product	1901-02-01	6	4	Sample Insurance	1676	703.0	false	6
10024	2506	2	1	Sample Product	1901-02-01	15	10	Sample Insurance	882	3456.0	true	3
10025	2506	2	3	Sample Product	1901-02-01	13	7	Sample Insurance	935	1917.0	false	9
10026	2506	0	1	Sample Product	1901-02-01	19	9	Sample Insurance	916	3664.0	false	4
10027	2506	4	1	Sample Product	1901-02-01	5	4	Sample Insurance	1204	4432.0	false	1
10028	2507	2	2	Sample Product	1901-02-01	6	13	Sample Insurance	1932	4631.0	true	9
10029	2507	2	0	Sample Product	1901-02-01	14	19	Sample Insurance	898	1630.0	false	5
10030	2507	2	0	Sample Product	1901-02-01	15	9	Sample Insurance	1434	1091.0	true	6
10031	2507	1	2	Sample Product	1901-02-01	12	18	Sample Insurance	1241	1900.0	true	10
10032	2508	1	1	Sample Product	1901-02-01	19	18	Sample Insurance	1702	510.0	false	8
10033	2508	1	0	Sample Product	1901-02-01	4	1	Sample Insurance	1678	1738.0	false	5
10034	2508	1	3	Sample Product	1901-02-01	8	11	Sample Insurance	297	4318.0	true	6
10035	2508	0	1	Sample Product	1901-02-01	13	11	Sample Insurance	1739	754.0	false	5
10036	2509	3	1	Sample Product	1901-02-01	20	4	Sample Insurance	1527	2297.0	true	4
10037	2509	1	3	Sample Product	1901-02-01	4	13	Sample Insurance	341	1059.0	false	3
10038	2509	3	1	Sample Product	1901-02-01	5	15	Sample Insurance	1844	2608.0	false	9
10039	2509	1	0	Sample Product	1901-02-01	5	6	Sample Insurance	1544	3555.0	false	6
10040	2510	3	2	Sample Product	1901-02-01	2	1	Sample Insurance	196	4964.0	true	8
10041	2510	1	2	Sample Product	1901-02-01	10	3	Sample Insurance	1743	3618.0	false	1
10042	2510	1	1	Sample Product	1901-02-01	14	13	Sample Insurance	320	4448.0	true	10
10043	2510	1	0	Sample Product	1901-02-01	0	5	Sample Insurance	1311	3676.0	false	9
10044	2511	2	0	Sample Product	1901-02-01	9	7	Sample Insurance	1981	3472.0	true	1
10045	2511	1	2	Sample Product	1901-02-01	16	4	Sample Insurance	1685	177.0	true	8
10046	2511	4	2	Sample Product	1901-02-01	18	6	Sample Insurance	159	4387.0	false	9
10047	2511	4	2	Sample Product	1901-02-01	15	3	Sample Insurance	903	2459.0	false	6
10048	2512	1	2	Sample Product	1901-02-01	6	10	Sample Insurance	1174	230.0	true	10
10049	2512	1	0	Sample Product	1901-02-01	8	19	Sample Insurance	575	1008.0	false	9
10050	2512	2	1	Sample Product	1901-02-01	18	8	Sample Insurance	768	1125.0	false	10
10051	2512	2	1	Sample Product	1901-02-01	7	4	Sample Insurance	1310	2616.0	true	2
10052	2513	1	3	Sample Product	1901-02-01	14	18	Sample Insurance	1119	3816.0	true	9
10053	2513	1	1	Sample Product	1901-02-01	17	11	Sample Insurance	1582	4927.0	true	4
10054	2513	2	3	Sample Product	1901-02-01	19	16	Sample Insurance	1810	1858.0	false	9
10055	2513	1	0	Sample Product	1901-02-01	5	1	Sample Insurance	1046	2885.0	true	6
10056	2514	2	2	Sample Product	1901-02-01	10	8	Sample Insurance	1742	3941.0	false	8
10057	2514	1	2	Sample Product	1901-02-01	5	10	Sample Insurance	1297	4570.0	false	4
10058	2514	3	2	Sample Product	1901-02-01	8	7	Sample Insurance	986	2867.0	false	10
10059	2514	3	3	Sample Product	1901-02-01	3	19	Sample Insurance	1068	3932.0	false	4
10060	2515	1	1	Sample Product	1901-02-01	12	3	Sample Insurance	1589	2665.0	false	8
10061	2515	1	1	Sample Product	1901-02-01	3	19	Sample Insurance	890	2920.0	false	8
10062	2515	1	0	Sample Product	1901-02-01	2	13	Sample Insurance	320	1356.0	false	5
10063	2515	1	0	Sample Product	1901-02-01	2	12	Sample Insurance	176	503.0	false	4
10064	2516	0	0	Sample Product	1901-02-01	10	17	Sample Insurance	359	1862.0	true	5
10065	2516	2	2	Sample Product	1901-02-01	15	13	Sample Insurance	1769	1087.0	true	6
10066	2516	3	1	Sample Product	1901-02-01	20	7	Sample Insurance	940	3550.0	false	8
10067	2516	3	2	Sample Product	1901-02-01	9	13	Sample Insurance	924	4828.0	false	5
10068	2517	0	0	Sample Product	1901-02-01	19	17	Sample Insurance	1932	1937.0	false	4
10069	2517	2	1	Sample Product	1901-02-01	1	7	Sample Insurance	1739	2336.0	false	5
10070	2517	3	1	Sample Product	1901-02-01	3	16	Sample Insurance	364	4026.0	false	9
10071	2517	0	3	Sample Product	1901-02-01	8	19	Sample Insurance	30	1276.0	false	8
10072	2518	3	2	Sample Product	1901-02-01	20	20	Sample Insurance	1906	1792.0	true	5
10073	2518	1	1	Sample Product	1901-02-01	7	11	Sample Insurance	1656	2365.0	false	5
10074	2518	3	3	Sample Product	1901-02-01	16	12	Sample Insurance	281	1313.0	false	1
10075	2518	4	3	Sample Product	1901-02-01	15	11	Sample Insurance	1282	2258.0	false	9
10076	2519	2	2	Sample Product	1901-02-01	7	8	Sample Insurance	1633	41.0	true	9
10077	2519	3	2	Sample Product	1901-02-01	6	8	Sample Insurance	592	834.0	true	7
10078	2519	3	3	Sample Product	1901-02-01	12	13	Sample Insurance	835	4727.0	false	3
10079	2519	3	2	Sample Product	1901-02-01	13	15	Sample Insurance	946	376.0	false	5
10080	2520	3	2	Sample Product	1901-02-01	12	11	Sample Insurance	746	2477.0	true	5
10081	2520	3	2	Sample Product	1901-02-01	16	16	Sample Insurance	1485	4141.0	false	8
10082	2520	4	1	Sample Product	1901-02-01	9	4	Sample Insurance	1408	2464.0	true	5
10083	2520	3	2	Sample Product	1901-02-01	1	5	Sample Insurance	1677	1833.0	false	8
10084	2521	4	2	Sample Product	1901-02-01	7	11	Sample Insurance	195	783.0	false	10
10085	2521	3	1	Sample Product	1901-02-01	7	18	Sample Insurance	1307	4456.0	false	3
10086	2521	4	0	Sample Product	1901-02-01	5	15	Sample Insurance	1902	942.0	false	7
10087	2521	3	3	Sample Product	1901-02-01	19	15	Sample Insurance	922	1081.0	false	5
10088	2522	2	3	Sample Product	1901-02-01	18	19	Sample Insurance	1782	2507.0	false	3
10089	2522	0	2	Sample Product	1901-02-01	13	14	Sample Insurance	1712	4991.0	true	2
10090	2522	3	2	Sample Product	1901-02-01	20	5	Sample Insurance	527	388.0	true	9
10091	2522	4	1	Sample Product	1901-02-01	3	17	Sample Insurance	1836	1729.0	true	2
10092	2523	2	1	Sample Product	1901-02-01	12	6	Sample Insurance	193	2269.0	false	0
10093	2523	1	0	Sample Product	1901-02-01	5	2	Sample Insurance	202	1536.0	false	1
10094	2523	2	3	Sample Product	1901-02-01	7	11	Sample Insurance	77	1682.0	false	9
10095	2523	3	2	Sample Product	1901-02-01	1	18	Sample Insurance	681	3690.0	false	4
10096	2524	4	3	Sample Product	1901-02-01	8	11	Sample Insurance	1529	4231.0	false	2
10097	2524	2	1	Sample Product	1901-02-01	17	16	Sample Insurance	1780	232.0	false	3
10098	2524	3	1	Sample Product	1901-02-01	19	4	Sample Insurance	719	4449.0	false	8
10099	2524	3	1	Sample Product	1901-02-01	4	7	Sample Insurance	742	1592.0	true	3
10100	2525	3	1	Sample Product	1901-02-01	11	5	Sample Insurance	342	813.0	false	8
10101	2525	2	0	Sample Product	1901-02-01	11	19	Sample Insurance	1112	1603.0	false	4
10102	2525	4	0	Sample Product	1901-02-01	14	6	Sample Insurance	1274	1394.0	true	3
10103	2525	4	3	Sample Product	1901-02-01	6	10	Sample Insurance	731	4423.0	false	9
10104	2526	1	1	Sample Product	1901-02-01	13	3	Sample Insurance	1168	2657.0	true	3
10105	2526	0	1	Sample Product	1901-02-01	4	15	Sample Insurance	1185	833.0	true	5
10106	2526	2	3	Sample Product	1901-02-01	9	1	Sample Insurance	999	3901.0	false	6
10107	2526	4	3	Sample Product	1901-02-01	4	19	Sample Insurance	1696	1443.0	false	0
10108	2527	4	1	Sample Product	1901-02-01	17	1	Sample Insurance	556	4846.0	true	5
10109	2527	3	2	Sample Product	1901-02-01	11	6	Sample Insurance	460	4291.0	false	8
10110	2527	2	1	Sample Product	1901-02-01	14	14	Sample Insurance	1873	3865.0	false	2
10111	2527	1	2	Sample Product	1901-02-01	14	18	Sample Insurance	429	4330.0	true	4
10112	2528	1	0	Sample Product	1901-02-01	6	19	Sample Insurance	1610	4363.0	true	8
10113	2528	2	1	Sample Product	1901-02-01	1	19	Sample Insurance	538	2316.0	false	5
10114	2528	3	3	Sample Product	1901-02-01	1	16	Sample Insurance	1379	1791.0	true	6
10115	2528	0	0	Sample Product	1901-02-01	15	5	Sample Insurance	1377	588.0	false	9
10116	2529	2	2	Sample Product	1901-02-01	1	9	Sample Insurance	1013	3817.0	true	7
10117	2529	1	2	Sample Product	1901-02-01	5	8	Sample Insurance	311	3240.0	false	1
10118	2529	3	1	Sample Product	1901-02-01	4	16	Sample Insurance	1784	1130.0	false	2
10119	2529	2	2	Sample Product	1901-02-01	19	6	Sample Insurance	1044	3197.0	false	2
10120	2530	0	2	Sample Product	1901-02-01	20	4	Sample Insurance	564	1399.0	true	1
10121	2530	1	3	Sample Product	1901-02-01	9	13	Sample Insurance	626	3669.0	false	4
10122	2530	4	3	Sample Product	1901-02-01	20	12	Sample Insurance	1930	3869.0	false	8
10123	2530	2	0	Sample Product	1901-02-01	3	10	Sample Insurance	907	1519.0	true	5
10124	2531	4	1	Sample Product	1901-02-01	20	18	Sample Insurance	1214	2104.0	true	3
10125	2531	2	2	Sample Product	1901-02-01	7	17	Sample Insurance	1438	9.0	false	1
10126	2531	0	2	Sample Product	1901-02-01	15	12	Sample Insurance	1507	2376.0	true	7
10127	2531	1	2	Sample Product	1901-02-01	10	8	Sample Insurance	817	3450.0	true	8
10128	2532	3	3	Sample Product	1901-02-01	10	4	Sample Insurance	1594	195.0	true	5
10129	2532	3	1	Sample Product	1901-02-01	5	7	Sample Insurance	1475	1246.0	true	4
10130	2532	3	1	Sample Product	1901-02-01	1	0	Sample Insurance	1845	2488.0	false	8
10131	2532	2	2	Sample Product	1901-02-01	10	1	Sample Insurance	914	3824.0	false	9
10132	2533	3	3	Sample Product	1901-02-01	8	7	Sample Insurance	1051	2918.0	false	4
10133	2533	2	2	Sample Product	1901-02-01	5	4	Sample Insurance	388	2974.0	false	10
10134	2533	2	2	Sample Product	1901-02-01	9	4	Sample Insurance	1194	2852.0	true	5
10135	2533	1	1	Sample Product	1901-02-01	11	10	Sample Insurance	28	4066.0	true	4
10136	2534	0	1	Sample Product	1901-02-01	16	12	Sample Insurance	1181	469.0	false	8
10137	2534	3	1	Sample Product	1901-02-01	0	17	Sample Insurance	1415	2675.0	true	1
10138	2534	2	0	Sample Product	1901-02-01	14	8	Sample Insurance	505	517.0	true	1
10139	2534	3	1	Sample Product	1901-02-01	12	10	Sample Insurance	593	3094.0	false	9
10140	2535	3	1	Sample Product	1901-02-01	7	2	Sample Insurance	1863	2210.0	true	6
10141	2535	4	3	Sample Product	1901-02-01	5	1	Sample Insurance	537	1244.0	false	6
10142	2535	1	3	Sample Product	1901-02-01	2	19	Sample Insurance	1715	2773.0	false	9
10143	2535	1	3	Sample Product	1901-02-01	2	15	Sample Insurance	53	4475.0	true	7
10144	2536	1	1	Sample Product	1901-02-01	18	18	Sample Insurance	1790	4131.0	false	5
10145	2536	4	2	Sample Product	1901-02-01	2	17	Sample Insurance	137	768.0	true	4
10146	2536	3	3	Sample Product	1901-02-01	2	3	Sample Insurance	533	243.0	true	6
10147	2536	3	1	Sample Product	1901-02-01	3	19	Sample Insurance	770	4825.0	true	9
10148	2537	1	1	Sample Product	1901-02-01	1	11	Sample Insurance	1504	2574.0	true	2
10149	2537	3	0	Sample Product	1901-02-01	6	7	Sample Insurance	1159	3558.0	true	9
10150	2537	3	1	Sample Product	1901-02-01	4	20	Sample Insurance	1718	1224.0	false	5
10151	2537	4	1	Sample Product	1901-02-01	19	12	Sample Insurance	431	3467.0	false	7
10152	2538	3	2	Sample Product	1901-02-01	4	9	Sample Insurance	929	4190.0	false	1
10153	2538	1	2	Sample Product	1901-02-01	15	20	Sample Insurance	1763	2422.0	true	9
10154	2538	3	0	Sample Product	1901-02-01	1	17	Sample Insurance	866	2278.0	true	6
10155	2538	1	1	Sample Product	1901-02-01	12	9	Sample Insurance	961	3329.0	false	7
10156	2539	2	1	Sample Product	1901-02-01	17	17	Sample Insurance	1404	2160.0	false	9
10157	2539	3	1	Sample Product	1901-02-01	7	16	Sample Insurance	486	2197.0	true	1
10158	2539	0	2	Sample Product	1901-02-01	19	8	Sample Insurance	691	72.0	false	4
10159	2539	2	0	Sample Product	1901-02-01	16	18	Sample Insurance	1924	3100.0	true	6
10160	2540	1	1	Sample Product	1901-02-01	2	19	Sample Insurance	214	3660.0	false	2
10161	2540	3	1	Sample Product	1901-02-01	1	5	Sample Insurance	1901	2527.0	true	8
10162	2540	2	2	Sample Product	1901-02-01	4	17	Sample Insurance	1811	4468.0	true	3
10163	2540	2	2	Sample Product	1901-02-01	6	0	Sample Insurance	439	635.0	false	6
10164	2541	2	1	Sample Product	1901-02-01	8	2	Sample Insurance	1628	3574.0	false	6
10165	2541	1	3	Sample Product	1901-02-01	3	18	Sample Insurance	770	1889.0	true	9
10166	2541	4	2	Sample Product	1901-02-01	6	8	Sample Insurance	27	2866.0	true	9
10167	2541	4	2	Sample Product	1901-02-01	3	6	Sample Insurance	1581	2605.0	true	2
10168	2542	3	3	Sample Product	1901-02-01	10	12	Sample Insurance	428	4465.0	true	2
10169	2542	1	1	Sample Product	1901-02-01	18	2	Sample Insurance	711	2875.0	true	0
10170	2542	2	3	Sample Product	1901-02-01	17	3	Sample Insurance	110	794.0	false	10
10171	2542	4	1	Sample Product	1901-02-01	10	4	Sample Insurance	1295	401.0	false	7
